matched_set_id,seed,seed_split,behavioral_regime,replicate_index,game_seed
r82_seed838_high_emotional_speech_rep04,838,r82_independent_replication,high_emotional_speech,4,115576912575735
r82_seed838_high_emotional_speech_rep05,838,r82_independent_replication,high_emotional_speech,5,149808814360016
r82_seed838_low_information_speech_rep01,838,r82_independent_replication,low_information_speech,1,269488420859836
r82_seed838_low_information_speech_rep02,838,r82_independent_replication,low_information_speech,2,255016652014246
r82_seed838_low_information_speech_rep03,838,r82_independent_replication,low_information_speech,3,155575989503815
r82_seed838_low_information_speech_rep04,838,r82_independent_replication,low_information_speech,4,233005932316036
r82_seed838_low_information_speech_rep05,838,r82_independent_replication,low_information_speech,5,227966697772614
r82_seed838_mixed_strategies_rep01,838,r82_independent_replication,mixed_strategies,1,184897507705225
r82_seed838_mixed_strategies_rep02,838,r82_independent_replication,mixed_strategies,2,271805734959866
r82_seed838_mixed_strategies_rep03,838,r82_independent_replication,mixed_strategies,3,146689977019445
r82_seed838_mixed_strategies_rep04,838,r82_independent_replication,mixed_strategies,4,106972619553623
r82_seed838_mixed_strategies_rep05,838,r82_independent_replication,mixed_strategies,5,17740162625041
r82_seed839_baseline_rep01,839,r82_independent_replication,baseline,1,132488839984330
r82_seed839_baseline_rep02,839,r82_independent_replication,baseline,2,275780092649251
r82_seed839_baseline_rep03,839,r82_independent_replication,baseline,3,242403902021685
r82_seed839_baseline_rep04,839,r82_independent_replication,baseline,4,118204184180460
r82_seed839_baseline_rep05,839,r82_independent_replication,baseline,5,267158489388002
r82_seed839_speech_enabled_rep01,839,r82_independent_replication,speech_enabled,1,239133459978326
r82_seed839_speech_enabled_rep02,839,r82_independent_replication,speech_enabled,2,88241803031939
r82_seed839_speech_enabled_rep03,839,r82_independent_replication,speech_enabled,3,233501899324555
r82_seed839_speech_enabled_rep04,839,r82_independent_replication,speech_enabled,4,229645072144027
r82_seed839_speech_enabled_rep05,839,r82_independent_replication,speech_enabled,5,203442909281856
r82_seed839_herding_enabled_rep01,839,r82_independent_replication,herding_enabled,1,131494091918163
r82_seed839_herding_enabled_rep02,839,r82_independent_replication,herding_enabled,2,63676362269923
r82_seed839_herding_enabled_rep03,839,r82_independent_replication,herding_enabled,3,120097106778021
r82_seed839_herding_enabled_rep04,839,r82_independent_replication,herding_enabled,4,180443697815944
r82_seed839_herding_enabled_rep05,839,r82_independent_replication,herding_enabled,5,280871947478238
r82_seed839_deception_enabled_rep01,839,r82_independent_replication,deception_enabled,1,28798628614123
r82_seed839_deception_enabled_rep02,839,r82_independent_replication,deception_enabled,2,129998035109936
r82_seed839_deception_enabled_rep03,839,r82_independent_replication,deception_enabled,3,108444094444016
r82_seed839_deception_enabled_rep04,839,r82_independent_replication,deception_enabled,4,258864216135128
r82_seed839_deception_enabled_rep05,839,r82_independent_replication,deception_enabled,5,158996641977406
r82_seed839_heterogeneous_risk_rep01,839,r82_independent_replication,heterogeneous_risk,1,12372889101889
r82_seed839_heterogeneous_risk_rep02,839,r82_independent_replication,heterogeneous_risk,2,80739052728533
r82_seed839_heterogeneous_risk_rep03,839,r82_independent_replication,heterogeneous_risk,3,61798540855897
r82_seed839_heterogeneous_risk_rep04,839,r82_independent_replication,heterogeneous_risk,4,61270173804721
r82_seed839_heterogeneous_risk_rep05,839,r82_independent_replication,heterogeneous_risk,5,94407324030117
r82_seed839_strong_village_information_rep01,839,r82_independent_replication,strong_village_information,1,167826373074682
r82_seed839_strong_village_information_rep02,839,r82_independent_replication,strong_village_information,2,8214903458749
r82_seed839_strong_village_information_rep03,839,r82_independent_replication,strong_village_information,3,20641530985693
r82_seed839_strong_village_information_rep04,839,r82_independent_replication,strong_village_information,4,212502123691999
r82_seed839_strong_village_information_rep05,839,r82_independent_replication,strong_village_information,5,75146590511842
r82_seed839_weak_village_information_rep01,839,r82_independent_replication,weak_village_information,1,44924694397609
r82_seed839_weak_village_information_rep02,839,r82_independent_replication,weak_village_information,2,71536273215375
r82_seed839_weak_village_information_rep03,839,r82_independent_replication,weak_village_information,3,109656893157252
r82_seed839_weak_village_information_rep04,839,r82_independent_replication,weak_village_information,4,111805074908099
r82_seed839_weak_village_information_rep05,839,r82_independent_replication,weak_village_information,5,172623500901526
r82_seed839_high_emotional_speech_rep01,839,r82_independent_replication,high_emotional_speech,1,141992115364947
r82_seed839_high_emotional_speech_rep02,839,r82_independent_replication,high_emotional_speech,2,67312894056283
r82_seed839_high_emotional_speech_rep03,839,r82_independent_replication,high_emotional_speech,3,244667425013744
r82_seed839_high_emotional_speech_rep04,839,r82_independent_replication,high_emotional_speech,4,161901634309153
r82_seed839_high_emotional_speech_rep05,839,r82_independent_replication,high_emotional_speech,5,278661400780998
r82_seed839_low_information_speech_rep01,839,r82_independent_replication,low_information_speech,1,165452319537365
r82_seed839_low_information_speech_rep02,839,r82_independent_replication,low_information_speech,2,17551431647358
r82_seed839_low_information_speech_rep03,839,r82_independent_replication,low_information_speech,3,95910823381072
r82_seed839_low_information_speech_rep04,839,r82_independent_replication,low_information_speech,4,71035436325187
r82_seed839_low_information_speech_rep05,839,r82_independent_replication,low_information_speech,5,112176047183577
r82_seed839_mixed_strategies_rep01,839,r82_independent_replication,mixed_strategies,1,108794651215757
r82_seed839_mixed_strategies_rep02,839,r82_independent_replication,mixed_strategies,2,5132876310649
r82_seed839_mixed_strategies_rep03,839,r82_independent_replication,mixed_strategies,3,174994824328044
r82_seed839_mixed_strategies_rep04,839,r82_independent_replication,mixed_strategies,4,17196823342014
r82_seed839_mixed_strategies_rep05,839,r82_independent_replication,mixed_strategies,5,7682033137718
